BOOK,X,Y,FACET,TEXT
Dungeons Vol. 1,588,1644,fel,Blighted Grove
Dungeons Vol. 1,2113,833,ils,Blood Dungeon
Dungeons Vol. 1,0,0,tra,Britain Sewers
Dungeons Vol. 1,0,0,fel,Britain Sewers
Dungeons Vol. 1,2498,921,tra,Covetous Entrance
Dungeons Vol. 1,2386,836,tra,Covetous Level 2
Dungeons Vol. 1,2545,852,tra,Covetous Level 3
Dungeons Vol. 1,0,0,tra,Covetous Level 4
Dungeons Vol. 1,0,0,tra,Covetous Level 5
Dungeons Vol. 1,2498,920,fel,Covetous Entrance
Dungeons Vol. 1,2387,837,fel,Covetous Level 2
Dungeons Vol. 1,2545,851,fel,Covetous Level 3
Dungeons Vol. 1,0,0,fel,Covetous Level 4
Dungeons Vol. 1,0,0,fel,Covetous Level 5
Dungeons Vol. 1,4111,433,tra,Deceit Entrance
Dungeons Vol. 1,0,0,tra,Deceit Level 2
Dungeons Vol. 1,0,0,tra,Deceit Level 3
Dungeons Vol. 1,0,0,tra,Deceit Level 4
Dungeons Vol. 1,4111,433,fel,Deceit Entrance
Dungeons Vol. 1,0,0,fel,Deceit Level 2
Dungeons Vol. 1,0,0,fel,Deceit Level 3
Dungeons Vol. 1,0,0,fel,Deceit Level 4
Dungeons Vol. 1,1629,3322,tra,Delucia Passage
Dungeons Vol. 1,1628,3322,fel,Delucia Passage
Dungeons Vol. 1,1301,1080,tra,Despise Entrance
Dungeons Vol. 1,1299,1081,fel,Despise Entrance
Dungeons Vol. 1,0,0,fel,Despise Level 1
Dungeons Vol. 1,0,0,fel,Despise Level 2
Dungeons Vol. 1,0,0,fel,Despise Level 3
Dungeons Vol. 1,1176,2639,tra,Destard Entrance
Dungeons Vol. 1,0,0,tra,Destard Level 2
Dungeons Vol. 1,0,0,tra,Destard Level 3
Dungeons Vol. 1,1176,2638,fel,Destard Entrance
Dungeons Vol. 1,0,0,fel,Destard Level 2
Dungeons Vol. 1,0,0,fel,Destard Level 3
Dungeons Vol. 1,2361,1268,mal,Doom Entrance
Dungeons Vol. 1,413,251,mal,Doom Gauntlet
Dungeons Vol. 1,832,777,ils,Exodus Dungeon
Dungeons Vol. 1,980,194,tok,Fan Dancer Dojo
Dungeons Vol. 1,2923,3409,tra,Fire Entrance
Dungeons Vol. 1,0,0,tra,Fire Level 2
New Magincia (Felucca),3687,2263,fel,Fishermens' Guild
New Magincia (Felucca),3680,2120,fel,Flower Bed (North)
New Magincia (Felucca),3733,2208,fel,Flower Bed (South)
New Magincia (Felucca),3674,2258,fel,Furled Sail
New Magincia (Felucca),3720,2076,fel,Gazebo
New Magincia (Felucca),3778,2256,fel,New Magincia Bank
New Magincia (Felucca),3680,2267,fel,New Magincia Docks
New Magincia (Felucca),3696,2220,fel,Park
New Magincia (Felucca),3709,2251,fel,Sand In Ya Britches Tailor Hut
New Magincia (Felucca),3709,2243,fel,Sandy Smith
Yew (Trammel),656,815,tra,Abbey Bank
Yew (Trammel),615,816,tra,Abbey Inn
Yew (Trammel),576,1009,tra,Bloody Thumb Woodworks
Yew (Trammel),303,762,tra,Britannia Prison
Yew (Trammel),617,984,tra,Counselor's Guild
Yew (Trammel),373,904,tra,Court of Truth
Yew (Trammel),648,1090,tra,Deep Forest Healing
Yew (Trammel),636,856,tra,Empath Abbey
Yew (Trammel),618,1152,tra,Great Oak Bowyer
Yew (Trammel),625,1040,tra,Great Oak Vessels
Yew (Trammel),544,971,tra,Healer of Yew
Yew (Trammel),537,994,tra,Heartwood Entrance
Yew (Trammel),556,1000,tra,Jolly Baker
Yew (Trammel),665,952,tra,Sheep Farm
Yew (Trammel),563,976,tra,Sturdy bow
Yew (Trammel),520,985,tra,Tanned Hide
Yew (Trammel),625,886,tra,Ye Olde Winery
Yew (Trammel),727,1137,tra,Yew Cemetery
Yew (Trammel),633,863,tra,Yew City Stone
Yew (Trammel),974,762,tra,Yew Crypts
Yew (Trammel),523,805,tra,Yew Docks
Yew (Trammel),544,1008,tra,Yew's Finest Cuts
Yew (Trammel),547,832,tra,Yew Mill
Minoc (Trammel),2505,560,tra,Bank of Minoc
Minoc (Trammel),2470,413,tra,Barnacle
Minoc (Trammel),2436,443,tra,Counselor's Guild
Minoc (Trammel),2470,569,tra,Forgery
Minoc (Trammel),2472,458,tra,Gears and Gadgets
Minoc (Trammel),2500,440,tra,Golden Pick Axe
Minoc (Trammel),2535,647,tra,Gypsy Camp
Minoc (Trammel),2576,603,tra,Healing Hand
Minoc (Trammel),2559,501,tra,Kendall Mines
Minoc (Trammel),2405,216,tra,Lost Lands Passage
Minoc (Trammel),2459,492,tra,Matewan
Minoc (Trammel),2585,529,tra,Miner Camp
Minoc (Trammel),2527,357,tra,Minoc Docks
Minoc (Trammel),2521,379,tra,Minoc Stables
Minoc (Trammel),2428,536,tra,Minoc Town Hall
Minoc (Trammel),2432,555,tra,Mystical Lute
Minoc (Trammel),2482,440,tra,New World Order
Minoc (Trammel),2440,93,tra,North Mines
Minoc (Trammel),2510,482,tra,Oak Throne
Minoc (Trammel),2459,432,tra,Old Miners' Supplies
Minoc (Trammel),2442,416,tra,Slaughtered Cow
Minoc (Trammel),2466,528,tra,Statues
Minoc (Trammel),2523,536,tra,Stretched Hide
Minoc (Trammel),2534,560,tra,Survival Shop
Minoc (Trammel),2525,578,tra,Warriors' Battle Gear
4th of July - Where is Lord British?,1000,523,mal,Luna
4th of July - Where is Lord British?,2046,1348,mal,Umbra
4th of July - Where is Lord British?,2704,2134,tra,Buc's Den
4th of July - Where is Lord British?,2244,1224,tra,Cove
4th of July - Where is Lord British?,623,2532,tra,Delucia
4th of July - Where is Lord British?,1433,1690,tra,Britain
4th of July - Where is Lord British?,1324,3774,tra,Jhelom
4th of July - Where is Lord British?,2504,558,tra,Minoc
4th of July - Where is Lord British?,4398,1117,tra,Moonglow
4th of July - Where is Lord British?,3487,2571,tra,Haven
4th of July - Where is Lord British?,3790,2247,tra,Magincia
4th of July - Where is Lord British?,3766,1316,tra,Nujel'm
4th of July - Where is Lord British?,1106,1716,tra,Papua
4th of July - Where is Lord British?,3007,3411,tra,Serpent's Hold
4th of July - Where is Lord British?,663,2136,tra,Skara Brae
4th of July - Where is Lord British?,1853,2797,tra,Trinsic
4th of July - Where is Lord British?,2915,679,tra,Vesper
4th of July - Where is Lord British?,540,960,tra,Yew
4th of July - Where is Lord British?,2711,2179,fel,Buc's Den
4th of July - Where is Lord British?,2246,1232,fel,Cove
4th of July - Where is Lord British?,682,2495,fel,Delucia
4th of July - Where is Lord British?,1434,1691,fel,Britain
4th of July - Where is Lord British?,1364,3757,fel,Jhelom
4th of July - Where is Lord British?,2504,558,fel,Minoc
4th of July - Where is Lord British?,4467,1162,fel,Moonglow
4th of July - Where is Lord British?,3788,2240,fel,Magincia
4th of July - Where is Lord British?,3766,1313,fel,Nujel'm
4th of July - Where is Lord British?,3633,2539,fel,Occlo
4th of July - Where is Lord British?,1143,1780,fel,Papua
4th of July - Where is Lord British?,2885,3478,fel,Serpent's Hold
4th of July - Where is Lord British?,598,2209,fel,Skara Brae
4th of July - Where is Lord British?,1853,2798,fel,Trinsic
4th of July - Where is Lord British?,2915,679,fel,Vesper
4th of July - Where is Lord British?,574,1011,fel,Yew
4th of July - Where is Lord British?,722,3438,ter,Royal City
4th of July - Where is Lord British?,1003,3890,ter,Holy City
4th of July - Where is Lord British?,1602,551,ils,Montor Desert Outpost
4th of July - Where is Lord British?,766,1296,tok,Zento
4th of July - Where is Lord British?,3682,2122,fel,Hummingbird Invasion
4th of July - Where is Lord British?,2285,1233,fel,Cove Invasion
1000-1300 Malas,1000,300,mal,"1000, 300"
1000-1300 Malas,1000,400,mal,"1000, 400"
1000-1300 Malas,998,600,mal,"1000, 600"
1000-1300 Malas,984,703,mal,"1000, 700"
1000-1300 Malas,996,765,mal,"1000, 800"
1000-1300 Malas,1000,900,mal,"1000, 900"
1000-1300 Malas,988,1099,mal,"1000, 1100"
1000-1300 Malas,1000,1200,mal,"1000, 1200"
1000-1300 Malas,1002,1300,mal,"1000, 1300"
1000-1300 Malas,1000,1400,mal,"1000, 1400"
1000-1300 Malas,1000,1495,mal,"1000, 1500"
1000-1300 Malas,1100,198,mal,"1100, 200"
1000-1300 Malas,1100,300,mal,"1100, 300"
1000-1300 Malas,1100,382,mal,"1100, 400"
1000-1300 Malas,1100,500,mal,"1100, 500"
1000-1300 Malas,1100,600,mal,"1100, 600"
1000-1300 Malas,1100,699,mal,"1100, 700"
1000-1300 Malas,1100,1000,mal,"1100, 1000"
1000-1300 Malas,1100,1086,mal,"1100, 1100"
1000-1300 Malas,1100,1322,mal,"1100, 1300"
1000-1300 Malas,1100,1400,mal,"1100, 1400"
1000-1300 Malas,1100,1500,mal,"1100, 1500"
1000-1300 Malas,1200,100,mal,"1200, 100"
1000-1300 Malas,1200,200,mal,"1200, 200"
1000-1300 Malas,1200,300,mal,"1200, 300"
1000-1300 Malas,1214,416,mal,"1200, 400"
1000-1300 Malas,1200,513,mal,"1200, 500"
1000-1300 Malas,1200,600,mal,"1200, 600"
1000-1300 Malas,1200,700,mal,"1200, 700"
1000-1300 Malas,1201,1123,mal,"1200, 1100"
1000-1300 Malas,1215,1200,mal,"1200, 1200"
1000-1300 Malas,1300,119,mal,"1300, 100"
1000-1300 Malas,1300,200,mal,"1300, 200"
1000-1300 Malas,1300,300,mal,"1300, 300"
1000-1300 Malas,1300,400,mal,"1300, 400"
1000-1300 Malas,1300,500,mal,"1300, 500"
1000-1300 Malas,1300,600,mal,"1300, 600"
1000-1300 Malas,1300,698,mal,"1300, 700"
1000-1300 Malas,1300,1100,mal,"1300, 1100"
1000-1300 Malas,1300,1190,mal,"1300, 1200"
1000-1300 Malas,1300,1300,mal,"1300, 1300"
1000-1300 Malas,1316,1415,mal,"1300, 1400"
1000-1300 Malas,1312,1522,mal,"1300, 1500"
1000-1300 Malas,1318,1604,mal,"1300, 1600"
1000-1300 Malas,1300,1700,mal,"1300, 1700"
1000-1300 Malas,1300,1801,mal,"1300, 1800"
Stealable Rares,353,176,mal,(10)Titans Hammer
Stealable Rares,270,231,mal,(8)Hanging Platemail Tunic
Stealable Rares,414,247,mal,Multiple Gauntlet (Skull Needed)
Stealable Rares,259,70,mal,(10)Zyronic Claw
Stealable Rares,318,55,mal,(1)Rock
Stealable Rares,325,62,mal,(10)Inquisitors Resolution
Stealable Rares,325,62,mal,(3)Lampost
Stealable Rares,261,23,mal,(12)Incense Burnder
Stealable Rares,348,44,mal,(5)Skinned Goat
Stealable Rares,354,37,mal,(8)Skinned Deer
Stealable Rares,360,32,mal,(1)Skull Candle
Stealable Rares,433,19,mal,(9)Leather Tunic
Stealable Rares,424,28,mal,(5)Egg Case
Stealable Rares,433,16,mal,(2)Stretched Hide
Stealable Rares,435,11,mal,(9)Saddle
Stealable Rares,447,10,mal,(5)Studded Leggings
Stealable Rares,460,10,mal,(7)Studded Tunic
Stealable Rares,462,19,mal,(2)Brazier
Stealable Rares,497,58,mal,(5)Gruesome Standard
Stealable Rares,422,198,mal,(3)Books
Stealable Rares,422,197,mal,(8)Hanging Platemail Arms
Stealable Rares,431,188,mal,(3)Books
Stealable Rares,435,195,mal,(3)Books Face Down
Stealable Rares,3545,1193,fel,(6)Bolts
Stealable Rares,1114,3595,tra,(5)Hay
Stealable Rares,2896,3516,fel,(6)Bridle
Stealable Rares,748,1205,tok,(6)Bamboo Stool
Stealable Rares,683,2514,fel,(5)Hitching Post
Stealable Rares,392,244,tok,(5)Plucked Chicken (W)
Stealable Rares,861,3400,ter,(5)Hitching Post
Stealable Rares,1055,3858,ter,(6)Plough
Stealable Rares,0,0,fel,(6)Glowing Rune
Stealable Rares,910,3992,ter,(6)Fish
Stealable Rares,0,0,fel,Abyss Multiple
Stealable Rares,980,194,tok,Fan Dancer Dojo Multiple
Stealable Rares,260,786,tok,Yomotsu Mines Multiple
Stealable Rares,4195,3264,tra,Underworld Multiple
Stealable Rares,1696,1549,mal,HMS Ararat Multiple
Stealable Rares,2042,218,fel,Wrong Multiple
Stealable Rares,2042,218,tra,Wrong Multiple
Stealable Rares,631,1689,ter,(11)Waku on a Spit
Stealable Rares,541,1495,ter,(11)Stretched Dinosaur Hide
Stealable Rares,424,1575,ter,(11) Dragon Turtle Hatchling Net
Stealable Rares,175,1810,ter,(11)Carved Myrmydex Glyph
Stealable Rares,394,1843,ter,(11) Hand Carved White Tiger Figurine
Stealable Rares,689,2126,ter,(11)Sacred lava Rock
Stealable Rares,1604,543,ils,(5) Jeweler Sign
Stealable Rares,4469,1176,fel,(5) Bank Sign
Tamable Creatures Vol. 1,581,448,tok,Bake-Kitsune
Tamable Creatures Vol. 1,243,47,ils,Blood Fox
Tamable Creatures Vol. 1,166,70,ils,Blood Fox
Tamable Creatures Vol. 1,2113,990,ils,Blood Fox
Tamable Creatures Vol. 1,1608,303,ils,Blood Fox
Tamable Creatures Vol. 1,980,194,tok,Blood Fox
Tamable Creatures Vol. 1,613,3448,ter,Chicken Lizard go (W)
Tamable Creatures Vol. 1,885,3561,ter,Chicken Lizards
Tamable Creatures Vol. 1,1322,660,ils,Chimera Spawn
Tamable Creatures Vol. 1,3894,212,tra,Cold Steed (Trammel)
Tamable Creatures Vol. 1,3896,208,fel,Cold Steed (Felucca)
Tamable Creatures Vol. 1,866,155,tok,Cold Steed (Tokuno)
Tamable Creatures Vol. 1,1454,1469,ils,Cu Sidhe
Tamable Creatures Vol. 1,467,1544,ils,Cu Sidhe
Tamable Creatures Vol. 1,1040,3054,ter,Desert Ostard
Tamable Creatures Vol. 1,1173,2636,tra,Dragon
Tamable Creatures Vol. 1,1767,817,ils,Dragon Turtle/Crab
Tamable Creatures Vol. 1,2302,1201,mal,Dragon Wolf
Tamable Creatures Vol. 1,1611,135,mal,Energy Steeds
Tamable Creatures Vol. 1,425,3769,ter,Energy Steeds
Tamable Creatures Vol. 1,0,0,tra,Fire Beetle (Trammel)
Tamable Creatures Vol. 1,0,0,fel,Fire Beetle (Felucca)
Tamable Creatures Vol. 1,1717,174,ils,Fire Steed
Tamable Creatures Vol. 1,0,0,fel,Fire Steed (Felucca)
Tamable Creatures Vol. 1,0,0,tra,Fire Steed (Trammel)
Tamable Creatures Vol. 1,885,163,tok,Frost Mite
Tamable Creatures Vol. 1,329,599,tok,Gaman
Tamable Creatures Vol. 1,0,0,fel,Frost Spider
Tamable Creatures Vol. 1,0,0,tra,Giant Beetle (Trammel)
Tamable Creatures Vol. 1,0,0,fel,Giant Beetle (Felucca)
Tamable Creatures Vol. 1,619,3279,ter,High Plains Boura
Tamable Creatures Vol. 1,813,3299,ter,High Plains Boura
Tamable Creatures Vol. 1,958,3055,ter,High Plains Boura
Tamable Creatures Vol. 1,1202,776,tok,Hiryu / Lesser Hiryu
Tamable Creatures Vol. 1,1550,1188,ils,Ki-rin & Unicorn
Tamable Creatures Vol. 1,2201,186,mal,Ki-Rin & Unicorn
Tamable Creatures Vol. 1,1647,2436,tra,Kodiak Bear
Tamable Creatures Vol. 1,1024,3355,ter,Lowland Boura go (SE)
Tamable Creatures Vol. 1,305,1389,ter,Najasaurus
Tamable Creatures Vol. 1,2324,1181,mal,Nightmare
Tamable Creatures Vol. 1,66,1181,ils,Nightmare
Tamable Creatures Vol. 1,0,0,fel,Nightmare
Tamable Creatures Vol. 1,0,0,fel,Nightmare
Tamable Creatures Vol. 1,0,0,tra,Ossien Ram
Tamable Creatures Vol. 1,1647,273,ils,Phoenix
Tamable Creatures Vol. 1,0,0,tra,Platinum & Crimson Drake
Tamable Creatures Vol. 1,112,930,ils,Poison Steed
Tamable Creatures Vol. 1,423,1187,ils,Poison Steed
1900-2000 Felucca,1900,200,fel,"1900, 200"
1900-2000 Felucca,1900,432,fel,"1900, 400"
1900-2000 Felucca,1900,500,fel,"1900, 500"
1900-2000 Felucca,1901,600,fel,"1900, 600"
1900-2000 Felucca,1900,700,fel,"1900, 700"
1900-2000 Felucca,1900,800,fel,"1900, 800"
1900-2000 Felucca,1900,900,fel,"1900, 900"
1900-2000 Felucca,1900,1000,fel,"1900, 1000"
1900-2000 Felucca,1900,1100,fel,"1900, 1100"
1900-2000 Felucca,1900,1200,fel,"1900, 1200"
1900-2000 Felucca,1900,1300,fel,"1900, 1300"
1900-2000 Felucca,1900,1400,fel,"1900, 1400"
1900-2000 Felucca,1895,1500,fel,"1900, 1500"
1900-2000 Felucca,1900,1556,fel,"1900, 1600"
1900-2000 Felucca,1900,2300,fel,"1900, 2300"
1900-2000 Felucca,1900,2400,fel,"1900, 2400"
1900-2000 Felucca,1900,2900,fel,"1900, 2900"
1900-2000 Felucca,1900,2986,fel,"1900, 3000"
1900-2000 Felucca,1900,3100,fel,"1900, 3100"
1900-2000 Felucca,1900,3200,fel,"1900, 3200"
1900-2000 Felucca,1900,3300,fel,"1900, 3300"
1900-2000 Felucca,1900,3400,fel,"1900, 3400"
1900-2000 Felucca,1900,3484,fel,"1900, 3500"
1900-2000 Felucca,2000,42,fel,"2000, 40"
1900-2000 Felucca,2001,100,fel,"2000, 100"
1900-2000 Felucca,1998,170,fel,"2000, 200"
1900-2000 Felucca,2000,300,fel,"2000, 300"
1900-2000 Felucca,2000,400,fel,"2000, 400"
1900-2000 Felucca,2000,600,fel,"2000, 600"
1900-2000 Felucca,2000,700,fel,"2000, 700"
1900-2000 Felucca,2000,800,fel,"2000, 800"
1900-2000 Felucca,2000,891,fel,"2000, 900"
1900-2000 Felucca,2000,1000,fel,"2000, 1000"
1900-2000 Felucca,2000,1100,fel,"2000, 1100"
1900-2000 Felucca,2000,1200,fel,"2000, 1200"
1900-2000 Felucca,2000,1300,fel,"2000, 1300"
1900-2000 Felucca,2000,1400,fel,"2000, 1400"
1900-2000 Felucca,2000,1500,fel,"2000, 1500"
1900-2000 Felucca,2000,1567,fel,"2000, 1600"
1900-2000 Felucca,2000,2300,fel,"2000, 2300"
1900-2000 Felucca,2000,2392,fel,"2000, 2400"
1900-2000 Felucca,2000,3100,fel,"2000, 3100"
1900-2000 Felucca,2000,3200,fel,"2000, 3200"
1900-2000 Felucca,2000,3300,fel,"2000, 3300"
1900-2000 Felucca,2000,3400,fel,"2000, 3400"
1900-2000 Felucca,2025,3500,fel,"2000, 3500"
100-600 Felucca,127,1380,fel,"100, 1400"
100-600 Felucca,121,1500,fel,"100, 1500"
100-600 Felucca,199,1320,fel,"200, 1300"
100-600 Felucca,200,1400,fel,"200, 1400"
100-600 Felucca,200,1500,fel,"200, 1500"
100-600 Felucca,320,1212,fel,"300, 1200"
100-600 Felucca,300,1339,fel,"300, 1300"
100-600 Felucca,299,1500,fel,"300, 1500"
100-600 Felucca,400,1200,fel,"400, 1200"
100-600 Felucca,400,1300,fel,"400, 1300"
100-600 Felucca,400,1380,fel,"400, 1400"
100-600 Felucca,500,1100,fel,"500, 1100"
100-600 Felucca,500,1200,fel,"500, 1200"
100-600 Felucca,500,1400,fel,"500, 1400"
100-600 Felucca,500,1452,fel,"500, 1500"
100-600 Felucca,600,1000,fel,"600, 1000"
100-600 Felucca,600,1100,fel,"600, 1100"
100-600 Felucca,600,1200,fel,"600, 1200"
100-600 Felucca,600,1300,fel,"600, 1300"
100-600 Felucca,600,1400,fel,"600, 1400"
100-600 Felucca,600,1500,fel,"600, 1500"
1300 Trammel,1300,299,tra,"1300, 300"
1300 Trammel,1300,400,tra,"1300, 400"
1300 Trammel,1300,475,tra,"1300, 500"
1300 Trammel,1300,600,tra,"1300, 600"
1300 Trammel,1301,900,tra,"1300, 900"
1300 Trammel,1301,999,tra,"1300, 1000"
1300 Trammel,1300,1300,tra,"1300, 1300"
1300 Trammel,1300,1400,tra,"1300, 1400"
1300 Trammel,1300,1500,tra,"1300, 1500"
1300 Trammel,1295,1600,tra,"1300, 1600"
1300 Trammel,1302,1707,tra,"1300, 1700"
1300 Trammel,1300,1800,tra,"1300, 1800"
1300 Trammel,1300,1900,tra,"1300, 1900"
1300 Trammel,1300,2000,tra,"1300, 2000"
1300 Trammel,1295,2102,tra,"1300, 2100"
1300 Trammel,1300,2200,tra,"1300, 2200"
1300 Trammel,1300,2300,tra,"1300, 2300"
1300 Trammel,1300,2401,tra,"1300, 2400"
1300 Trammel,1300,2500,tra,"1300, 2500"
1300 Trammel,1300,2570,tra,"1300, 2600"
1300 Trammel,1300,2700,tra,"1300, 2700"
1300 Trammel,1300,2847,tra,"1300, 2800"
1300 Trammel,1302,3191,tra,"1300, 3200"
Mages,678,2494,tra,Hut O' Magics
Mages,678,2494,fel,Hut O' Magics
Mages,1589,1664,tra,Incantations & Enchantments
Mages,1589,1664,fel,Incantations & Enchantments
Mages,1488,1572,tra,Sorcerer's Delight
Mages,1488,1572,fel,Sorcerer's Delight
Mages,1426,3992,tra,Jhelom Mage
Mages,1426,3992,fel,Jhelom Mage
Mages,4451,1096,tra,Moonglow's Finest Alchemy
Mages,4451,1096,fel,Moonglow's Finest Alchemy
Mages,3482,2505,tra,New Haven Magery School
Mages,1116,1715,tra,Tricks of the Trade
Mages,3632,2537,fel,Sorcerer's Guild
Mages,1116,1715,fel,Tricks of the Trade
Mages,3005,3360,tra,Serpent's Spells
Mages,3005,3360,fel,Serpent's Spells
Mages,656,2144,tra,Mystic Treasures
Mages,609,2184,tra,Mages' Menagerie
Mages,656,2144,fel,Mystic Treasures
Mages,609,2184,fel,Mages' Menagerie
Mages,1852,2709,tra,Encyclopedia Magicka
Mages,1852,2709,fel,Encyclopedia Magicka
Mages,2883,657,tra,Bubbling Brew
Mages,2912,680,tra,Magical Light
Mages,2883,656,fel,Bubbling Brew
Mages,2912,680,fel,Magical Light
Mages,778,3485,ter,Royal City
Mages,779,3475,ter,Royal City
Mages,1000,523,mal,Sage's Refuge
Mages,912,456,mal,Luna
Mages,2039,1384,mal,Necromancer Amphitheater
Mages,682,1292,tok,Zento
Mages,1506,614,ils,Montor Desert
Mages,562,814,ils,Humility Mage Caravan
Mages,825,1212,ils,Mistas Mage Caravan
Mages,1690,2984,tra,Hidden Valley Mages
Mages,1688,2985,fel,Hidden Valley Mages
Monster Guide O-R,0,0,tra,Orc Brute
Monster Guide O-R,0,0,tra,Orc Captain
Monster Guide O-R,0,0,tra,Orc Chopper
Monster Guide O-R,2386,836,tra,Orc Footsoldier
Monster Guide O-R,0,0,tra,Orc Scout
Monster Guide O-R,0,0,tra,Orc Lord
Monster Guide O-R,0,0,tra,Orc Mage
Monster Guide O-R,514,3082,ter,Ortanord
Monster Guide O-R,4553,2398,tra,Osiredon the Scalis Enforcer
Monster Guide O-R,999,627,mal,Myxkion*
Monster Guide O-R,413,204,mal,Patchwork Skeleton
Monster Guide O-R,1301,1080,tra,Phantom
Monster Guide O-R,1672,329,ils,Phoenix
Monster Guide O-R,37,39,ter,Pit Fiend
Monster Guide O-R,1552,1182,ils,Pixie
Monster Guide O-R,37,39,ter,Pixie Renowned
Monster Guide O-R,1041,743,ils,Plague Beast
Monster Guide O-R,1037,739,ils,Plague Beast Lord
Monster Guide O-R,1986,1065,tra,Plague Beast Spawn
Monster Guide O-R,0,0,fel,Primeval Lich
Monster Guide O-R,1301,1080,tra,Prometheoid
Monster Guide O-R,88,982,ils,Poison Elemental
Monster Guide O-R,0,0,tra,Poison Elemental (Shame)
Monster Guide O-R,88,982,ils,Poison Steed
Monster Guide O-R,1158,2644,fel,Priest of Mondain
Monster Guide O-R,966,1538,tra,Putrefier
Monster Guide O-R,2132,1012,ils,Purifying Blood Elemental
Monster Guide O-R,996,3846,ter,Putrid Undead Gargoyle
Monster Guide O-R,996,3846,ter,Putrid Undead Guardian
Monster Guide O-R,1728,974,mal,Pyre
Monster Guide O-R,832,777,ils,Quagmire
Monster Guide O-R,0,0,tra,Quartz Elemental
Monster Guide O-R,652,414,tok,Rai-Ju
Monster Guide O-R,999,627,mal,Raider*
Monster Guide O-R,37,39,ter,Rakktavi Renowned
Monster Guide O-R,895,3687,ter,Raptor
Monster Guide O-R,876,3655,ter,Rat
Monster Guide O-R,621,811,ils,Ratman
Monster Guide O-R,621,811,ils,Ratman Archer
Monster Guide O-R,2386,836,tra,Ratman Assassin
Monster Guide O-R,621,811,ils,Ratman Mage
Monster Guide O-R,483,67,mal,Ravager
Monster Guide O-R,471,1580,tra,Reaper
Monster Guide O-R,2065,1376,mal,Red Death
Monster Guide O-R,514,3082,ter,Relanord
Monster Guide O-R,1728,974,mal,Rend
Monster Guide O-R,999,627,mal,Renegade Changeling*
Monster Guide O-R,1728,974,mal,Reptalon
Tomb of Kings Access (Quest),1014,3936,ter,Naxatilor the Seer
Tomb of Kings Access (Quest),37,198,ter,Gargoyle Shades
Tomb of Kings Access (Quest),995,3812,ter,Shrine of Singularity
Tomb of Kings Access (Quest),36,215,ter,Tomb of Kings
The Zealotry of Zipactriotl (Quest),4309,997,tra,Stasis Chamber Power Core
The Zealotry of Zipactriotl (Quest),2886,721,tra,Carroll the Gemologist
